"作答ID","用户ID","开始时间","结束时间","作答总时长(秒)","作答渠道","发布ID","问卷发布名称","IP","经度","纬度","省份","城市","设备类型","操作系统类型","浏览器类型","屏幕分辨率","随机元素","您好。感谢您参与本次学术研究。本研究旨在了解用户对数字游戏产品说明的看法。您将阅读一个游戏产品说明，并根据自己的真实想法回答若干问题。本问卷仅用于学术研究，所有数据将匿名处理，不涉及对错。整份问卷大约需要3至5分钟。","作答时长(毫秒)","您通常玩数字游戏的频率是？","作答时长(毫秒)","请想象您正在浏览一个数字游戏平台，并看到以下一款新上线的付费叙事角色扮演游戏。请仔细阅读该产品页面，并根据您的第一印象回答后续问题。游戏名称：永恒回响游戏类型：付费叙事角色扮演游戏价格：68元游戏简介：进入一个充满古代遗迹、隐秘势力和分支剧情的奇幻世界。探索不断展开的地图，与独特角色互动，做出有意义的选择，并揭开影响你旅程走向的秘密游戏特色：分支剧情与角色关系系统世界探索与任务系统多重对话选项沉浸式奇幻世界观","作答时长(毫秒)","请想象您正在浏览一个数字游戏平台，并看到以下一款新上线的付费叙事角色扮演游戏。请仔细阅读该产品页面，并根据您的第一印象回答后续问题。游戏名称：永恒回响游戏类型：付费叙事角色扮演游戏价格：68元游戏简介：进入一个充满古代遗迹、隐秘势力和分支剧情的奇幻世界。探索不断展开的地图，与独特角色互动，做出有意义的选择，并揭开影响你旅程走向的秘密。游戏特色：分支剧情与角色关系系统世界探索与任务系统多重对话选项沉浸式奇幻世界观说明：本游戏使用生成式人工智能，在游戏开发阶段预先生成了部分对话、剧情事件和世界内容；玩家游玩时，人工智能不会继续参与这些内容的生成。","作答时长(毫秒)","请想象您正在浏览一个数字游戏平台，并看到以下一款新上线的付费叙事角色扮演游戏。请仔细阅读该产品页面，并根据您的第一印象回答后续问题。游戏名称：永恒回响游戏类型：付费叙事角色扮演游戏价格：68元游戏简介：进入一个充满古代遗迹、隐秘势力和分支剧情的奇幻世界。探索不断展开的地图，与独特角色互动，做出有意义的选择，并揭开影响你旅程走向的秘密。游戏特色：分支剧情与角色关系系统世界探索与任务系统多重对话选项沉浸式奇幻世界观说明：本游戏使用生成式人工智能，在玩家游玩过程中实时生成部分对话、游戏事件和世界内容。","作答时长(毫秒)","该产品页面表明，这款游戏使用了生成式人工智能。","作答时长(毫秒)","该产品页面表明，生成式人工智能主要是在游戏开发阶段预先生成了部分游戏内容。","作答时长(毫秒)","该产品页面表明，生成式人工智能主要是在玩家游玩过程中实时生成游戏内容。","作答时长(毫秒)","我觉得这款游戏体现了大量的人类创作努力。","作答时长(毫秒)","我觉得这款游戏的制作投入了大量的人类努力。","作答时长(毫秒)","我觉得这款游戏是经过人类精心打磨而成的。","作答时长(毫秒)","我觉得这款游戏凝聚了相当多的人类劳动。","作答时长(毫秒)","我觉得这款游戏给人一种新颖的感觉。","作答时长(毫秒)","我觉得这款游戏是一种新鲜而令人兴奋的游戏产品。","作答时长(毫秒)","我觉得这款游戏代表了一种新颖的数字游戏形式。","作答时长(毫秒)","我会考虑购买这款游戏。","作答时长(毫秒)","我购买这款游戏的意愿较高。","作答时长(毫秒)","我购买这款游戏的可能性较高。","作答时长(毫秒)","如果这款游戏现在可以购买，我会有兴趣购买它。","作答时长(毫秒)","您最多愿意为这款游戏支付多少钱？请填写金额（单位：元）","作答时长(毫秒)","我通常愿意尝试使用新技术的产品。","作答时长(毫秒)","我通常对技术创新持积极态度。","作答时长(毫秒)","我对融入人工智能的产品感兴趣。","作答时长(毫秒)","我通常喜欢叙事型角色扮演游戏。","作答时长(毫秒)","我对这种类型的游戏比较熟悉。","作答时长(毫秒)","这种类型的游戏符合我的个人兴趣。","作答时长(毫秒)","我对生成式人工智能技术比较熟悉。","作答时长(毫秒)","我了解生成式人工智能在数字产品中的典型用途。","作答时长(毫秒)","为确保您认真作答","作答时长(毫秒)","您的性别是？","作答时长(毫秒)","您的年龄是？","作答时长(毫秒)","您的最高学历是？","作答时长(毫秒)","您平均每周玩数字游戏的时长约为？","作答时长(毫秒)"
"vNrB6N0amd3","eEKjKD67","2026-04-27 22:12:37","2026-04-27 22:20:39","482","数据集市","ABJV7z","数字游戏产品评价研究","223.104.78.143","113.4378590","23.1144950","广东省","广州市","MOBILE","Android","Chrome","360px*780px","块 3","1","1000","2","7847","","","1","1000","","","7","28384","7","259","1","540","5","700","6","691","5","10089","6","1517","4","1699","3","1624","3","1435","4","2253","3","451","4","1765","4","217","50","2671","5","4103","6","289","5","449","6","600","5","2133","6","2308","4","565","4","890","1","66077","1","2854","3","1031","4","1499","2","2425"
"nNPOVNDD9PA","Lm9WoQOL","2026-04-27 22:14:35","2026-04-27 22:20:38","363","数据集市","ABJV7z","数字游戏产品评价研究","42.80.122.123","117.2392250","39.7387390","天津市","市辖区","MOBILE","Android","Chrome","360px*796px","块 3","1","1000","4","12596","","","1","1000","","","6","65589","7","5126","1","7777","5","37892","4","528","6","18439","5","6459","7","1029","6","4409","7","1882","7","20714","5","3695","6","76013","5","7172","100","17094","7","16511","6","3678","7","1896","5","9646","7","5079","6","1229","7","2191","4","5384","1","3457","1","1692","4","1784","4","2433","3","9385"
"NRwaYPv2qdR","DMxklG5e","2026-04-27 22:18:18","2026-04-27 22:20:37","139","数据集市","ABJV7z","数字游戏产品评价研究","110.230.182.226","115.7748280","39.2602190","河北省","保定市","MOBILE","Android","Chrome","360px*800px","块 2","1","1000","3","4007","1","1000","","","","","1","81632","1","1800","1","1465","1","1624","5","1771","5","1715","6","1428","5","1688","4","3902","4","1943","5","1032","5","1704","5","1655","6","2401","70","5089","5","1892","6","1655","6","991","5","1837","5","1589","6","2282","6","1027","5","2829","1","1721","2","1926","4","940","3","1386","4","992"
"Q4yOw1J4PmG","2MdRm4XL","2026-04-27 22:14:38","2026-04-27 22:20:28","350","数据集市","ABJV7z","数字游戏产品评价研究","36.141.33.213","113.3644920","23.1384880","广东省","广州市","MOBILE","Android","Chrome","360px*804px","块 2","1","1000","5","2381","1","1000","","","","","2","202147","1","2350","3","3049","6","7274","7","930","5","819","6","896","5","1493","7","1403","6","958","5","939","7","643","6","811","5","779","120","100562","6","1475","7","843","5","402","6","1051","5","372","7","856","6","751","5","295","1","530","1","11246","3","349","3","1351","4","2509"
"vNrB6PjEQ3Q","BepZBrA7","2026-04-27 22:16:01","2026-04-27 22:20:25","264","数据集市","ABJV7z","数字游戏产品评价研究","111.15.128.55","121.1711530","36.7927530","山东省","烟台市","MOBILE","Android","Chrome","355px*793px","块 3","1","1000","3","36358","","","1","1000","","","6","111082","7","2814","1","3084","4","2123","3","2497","2","1259","3","1385","4","1351","4","1148","5","2550","4","942","4","944","3","1297","4","1037","60","3756","6","2283","6","484","5","814","5","1201","4","1338","4","1190","5","757","5","814","1","1372","2","2395","2","945","4","1315","3","2955"
"vNrB6P3p4Wn","4enn392e","2026-04-27 22:13:32","2026-04-27 22:20:23","411","数据集市","ABJV7z","数字游戏产品评价研究","171.11.1.225","113.5755760","34.8108110","河南省","郑州市","MOBILE","Android","Chrome","370px*820px","块 2","1","1000","4","5285","1","1000","","","","","5","210922","6","9631","6","34841","3","10269","3","22633","1","22902","2","4576","6","5410","7","4637","5","4301","6","1791","6","1670","7","6715","5","4262","68","7809","6","5745","5","7037","7","3634","5","6982","6","3682","5","4191","7","2068","6","3679","1","2078","2","4771","4","1132","3","1777","4","4971"
"WPdNg3dByYE","J7qA4bq7","2026-04-27 22:15:22","2026-04-27 22:20:17","295","数据集市","ABJV7z","数字游戏产品评价研究","223.106.147.201","121.8035980","31.9099100","江苏省","南通市","MOBILE","Android","Chrome","384px*854px","块 3","1","1000","3","4233","","","1","1000","","","7","17220","7","2268","1","668","5","28435","5","34688","6","438","5","2002","7","894","6","1936","7","623","7","383","6","1331","6","810","7","4581","38","12571","7","1689","7","2662","5","1629","7","1011","5","3768","7","413","6","1292","7","1318","1","623","2","19837","3","674","3","1324","3","4430"
"lxolEPQPrR9","Bep3ybOL","2026-04-27 22:14:57","2026-04-27 22:20:14","317","数据集市","ABJV7z","数字游戏产品评价研究","223.160.193.228","107.3480750","30.3427370","重庆市","市辖区","MOBILE","Android","Chrome","348px*755px","块 2","1","1000","4","186145","1","1000","","","","","2","37608","1","749","1","1270","7","1485","6","545","7","1030","7","2905","5","1014","6","966","6","674","7","4585","7","437","6","658","6","784","68","2475","6","5579","6","825","5","1296","7","1003","7","850","6","444","7","746","7","546","1","891","1","1722","2","277","3","1204","4","2666"
"WPdNg3VGJAP","WLGbrna7","2026-04-27 22:17:59","2026-04-27 22:20:15","136","数据集市","ABJV7z","数字游戏产品评价研究","36.148.185.146","112.5777050","28.2823600","湖南省","长沙市","MOBILE","Android","Chrome","686px*1143px","块 2","1","1000","2","7069","1","1000","","","","","1","22652","2","1970","1","1836","6","6072","7","2607","7","851","6","554","7","3081","7","618","6","798","6","1942","7","1554","7","549","6","548","80","6711","6","2165","7","938","7","614","6","1423","7","797","7","511","6","1375","7","681","1","5260","2","52429","4","1253","2","1060","2","1582"
"lxolEPgx5kp","5LwXvYel","2026-04-27 22:15:55","2026-04-27 22:20:09","254","数据集市","ABJV7z","数字游戏产品评价研究","27.9.173.56","108.4302470","30.9030780","重庆市","市辖区","MOBILE","Android","Chrome","360px*800px","块 2","1","1000","3","8044","1","1000","","","","","2","51188","3","14990","3","22761","6","5476","5","4482","6","3567","6","2521","7","3928","5","3123","6","3282","7","3676","6","758","7","1319","7","2899","68","13256","6","6389","7","1407","5","44508","6","5433","6","1422","7","1332","5","1656","3","9127","1","4724","1","5545","5","1129","3","1299","2","17137"
"mnZ5GDGnGGd","37Kw2XO7","2026-04-27 22:17:10","2026-04-27 22:20:07","177","数据集市","ABJV7z","数字游戏产品评价研究","113.201.141.179","108.7738070","34.3106630","陕西省","咸阳市","MOBILE","Android","Chrome","360px*800px","块 3","1","1000","3","4854","","","1","1000","","","7","51389","7","11029","1","4264","4","20634","4","9330","3","3697","4","2957","6","2292","7","5556","6","417","5","2158","5","2395","6","1692","5","5890","39","5957","5","6443","6","2484","7","2077","6","2173","5","1841","6","2830","7","3421","6","2284","1","1827","2","2309","4","674","3","1380","3","11274"
"oBDxoKq26Xd","epDBnKAe","2026-04-27 22:15:47","2026-04-27 22:20:04","257","数据集市","ABJV7z","数字游戏产品评价研究","182.39.85.32","121.2517465","37.5239594","山东省","烟台市","MOBILE","iOS","Apple WebKit","393px*852px","块 3","1","1000","3","5906","","","1","1000","","","7","25743","6","3954","2","32169","5","4466","5","2636","6","2695","6","1769","5","2032","5","3102","6","2215","6","4884","6","1300","6","2336","5","4629","68","3838","7","2851","6","2657","6","1540","7","2914","5","1687","6","1894","5","1540","6","2866","1","2453","2","2334","3","633","3","1867","3","5705"
"WPdNgblzzKX","leNXpDW7","2026-04-27 22:16:17","2026-04-27 22:20:02","225","数据集市","ABJV7z","数字游戏产品评价研究","120.35.205.39","117.3595120","25.9513390","福建省","三明市","MOBILE","Android","Chrome","360px*800px","块 2","1","1000","3","9156","1","1000","","","","","2","37549","1","1288","2","717","5","47113","6","506","5","1072","5","1703","5","880","6","1542","4","1952","5","947","5","1070","6","1046","5","1845","75","4931","6","1544","5","1000","5","1186","6","3212","4","2290","5","1065","5","1170","6","1518","1","839","2","12752","3","616","3","2160","2","7739"
"vNrB6bZnOm3","veEA1X1e","2026-04-27 22:16:06","2026-04-27 22:19:59","233","数据集市","ABJV7z","数字游戏产品评价研究","223.104.110.149","114.4020360","30.5225230","河南省","郑州市","MOBILE","Android","Chrome","362px*782px","块 3","1","1000","3","1192","","","1","1000","","","7","16644","6","177239","6","844","5","466","6","3005","5","1121","6","453","6","4215","5","441","6","456","4","1952","4","2113","5","1836","5","569","45","5969","5","749","6","668","5","374","5","1159","6","945","5","329","5","407","6","1041","1","1549","1","2245","4","1358","3","1094","3","2094"
"lxolEgWQN4R","eNQ550zL","2026-04-27 22:11:57","2026-04-27 22:19:57","480","数据集市","ABJV7z","数字游戏产品评价研究","183.195.83.27","121.3891050","31.3099570","上海市","市辖区","MOBILE","Android","Chrome","362px*795px","块 4","1","1000","3","5279","","","","","1","1000","7","34662","6","105737","7","10616","2","8561","2","3411","2","2612","2","10566","7","3044","6","10959","6","16237","7","1187","7","1044","6","1008","7","1984","68","10600","7","2147","7","2726","6","799","7","1018","6","1860","7","422","7","985","6","1054","1","1311","1","3708","4","898","4","1556","2","4291"
"vNrB60dJqz3","eyPvPabL","2026-04-27 22:12:26","2026-04-27 22:19:56","450","数据集市","ABJV7z","数字游戏产品评价研究","112.224.178.103","117.1276150","34.8072530","山东省","济宁市","MOBILE","Android","Chrome","360px*800px","块 3","1","1000","5","2664","","","1","1000","","","7","11607","5","2186","3","2993","5","2110","5","1104","4","1290","3","1375","6","790","5","1010","6","1398","5","837","5","912","5","888","6","1782","50","2804","6","1865","7","1020","6","915","7","1035","6","768","6","1253","7","975","6","768","1","892","1","1632","3","632","3","1369","5","1588"
"WPdNgp8K3qb","MdPEQYzM","2026-04-27 22:16:32","2026-04-27 22:19:51","199","数据集市","ABJV7z","数字游戏产品评价研究","36.40.134.103","107.5734790","37.6036040","陕西省","榆林市","MOBILE","Android","Chrome","361px*801px","块 2","1","1000","3","2689","1","1000","","","","","4","40136","4","4703","4","9791","6","7704","6","1872","5","2560","7","2687","5","5836","6","4003","5","3398","5","7387","6","2344","6","38447","7","4614","68","6741","7","4383","6","4300","5","3980","5","8946","4","3154","6","2442","5","3790","5","5703","1","2768","2","5079","3","1368","3","1819","3","5002"
"Q4yOw2wvgrA","7XAYmDoL","2026-04-27 22:14:57","2026-04-27 22:19:46","289","数据集市","ABJV7z","数字游戏产品评价研究","112.224.218.250","116.8201828","36.5589332","山东省","济南市","MOBILE","iOS","Apple WebKit","393px*852px","块 2","1","1000","5","17983","1","1000","","","","","3","93288","3","1001","3","2467","5","2203","5","1267","6","2439","5","1050","4","3738","4","5036","4","1969","5","1578","5","954","5","749","5","3854","34","7564","6","901","6","767","6","716","7","1501","7","786","7","600","6","28790","6","649","1","2760","1","1586","2","465","3","1135","5","3286"
"lxolEd936l2","Mo1G1vOL","2026-04-27 22:12:44","2026-04-27 22:19:44","420","数据集市","ABJV7z","数字游戏产品评价研究","1.48.192.128","107.5833890","25.8059960","贵州省","黔南布依族苗族自治州","MOBILE","Android","Chrome","360px*800px","块 3","1","1000","2","21957","","","1","1000","","","5","100661","6","22734","3","22525","5","9619","5","11115","6","12788","4","15709","5","7357","5","18192","6","16867","5","4842","4","11529","4","5568","3","14477","50","10724","4","10475","5","9727","4","9914","6","5182","4","8995","5","7448","4","23003","3","12054","1","4975","2","4346","3","2103","1","3585","2","10253"
"vNrB6Z81Okx","VMJ1Xxde","2026-04-27 22:15:33","2026-04-27 22:19:42","249","数据集市","ABJV7z","数字游戏产品评价研究","121.8.48.229","113.3247938","23.2105956","广东省","广州市","MOBILE","iOS","Apple WebKit","414px*896px","块 3","1","1000","4","8946","","","1","1000","","","7","87567","7","6533","1","2582","3","1970","3","2186","2","1382","1","2182","3","3432","3","8940","4","4519","3","3232","2","2460","2","1035","3","1459","20","4482","2","3269","3","1027","1","1606","2","4215","2","1519","1","1667","3","1498","2","3633","1","1077","1","3986","3","646","3","1083","3","6666"
"Q4yOw21K8qv","MDP8d8DM","2026-04-27 22:15:47","2026-04-27 22:19:39","232","数据集市","ABJV7z","数字游戏产品评价研究","211.141.172.106","116.9576230","32.6117870","安徽省","淮南市","MOBILE","Android","Chrome","361px*786px","块 2","1","1000","3","2964","1","1000","","","","","3","26306","2","2459","3","2150","6","2810","7","1533","7","1031","7","1081","5","1827","6","1837","6","2241","7","446","7","978","6","1271","6","2631","68","3315","7","1725","7","1170","7","3487","5","418","6","1187","5","2170","7","1018","6","2176","1","2297","1","2271","2","1017","3","1419","3","4522"
"NRwaYkPp9Kq","xLVqP3V7","2026-04-27 22:16:55","2026-04-27 22:19:39","164","数据集市","ABJV7z","数字游戏产品评价研究","112.14.87.33","120.6601650","27.9691480","浙江省","温州市","MOBILE","Android","Chrome","393px*873px","块 2","1","1000","3","4740","1","1000","","","","","1","13057","1","3298","1","2764","7","2506","7","1621","6","1018","7","1704","6","976","6","1194","7","1675","5","2329","5","1225","5","1546","6","1466","168","3430","7","1668","6","871","6","705","6","1041","7","845","6","641","6","990","6","967","1","1826","1","1641","3","899","3","1916","3","2358"
"XOnm26YR905","RMWX4O07","2026-04-27 22:16:23","2026-04-27 22:19:39","196","数据集市","ABJV7z","数字游戏产品评价研究","182.118.232.16","113.6553233","34.7852668","河南省","郑州市","MOBILE","iOS","Apple WebKit","393px*852px","块 3","1","1000","3","5905","","","1","1000","","","5","33042","6","558","2","1725","6","6419","7","483","5","940","5","347","7","5741","5","1866","6","283","5","14408","5","1000","7","848","6","784","60","6557","7","583","5","1417","6","349","6","402","7","8433","5","1097","5","2284","6","1699","1","16347","2","6489","2","417","3","1688","3","2483"
"vNrB6Zy8np3","qM6rn5JM","2026-04-27 22:14:29","2026-04-27 22:19:38","309","数据集市","ABJV7z","数字游戏产品评价研究","119.181.136.112","118.1379780","36.1621620","山东省","淄博市","MOBILE","Android","Chrome","376px*818px","块 3","1","1000","4","53947","","","1","1000","","","6","67060","7","6029","1","7014","6","3661","6","3585","5","3545","6","4775","5","3571","5","3172","4","4214","5","2416","5","3915","5","2350","6","3456","68","7499","6","41200","7","1593","6","3538","5","3137","5","4713","5","5502","4","2734","4","4381","1","3746","1","15636","4","2420","3","1402","3","4315"
"Q4yOw2xEEJ4","M6BJVo8M","2026-04-27 22:14:18","2026-04-27 22:18:53","275","数据集市","ABJV7z","数字游戏产品评价研究","113.16.161.127","109.2678120","22.6941850","广西壮族自治区","南宁市","MOBILE","Android","Chrome","360px*780px","块 2","1","1000","4","3733","1","1000","","","","","1","81480","2","5545","1","11800","6","5917","7","4203","6","4723","7","3756","6","4545","7","6592","6","3437","7","2165","6","2781","7","2297","6","4618","68","66115","6","6010","7","3103","6","2209","7","4222","5","6312","6","2137","5","6482","6","4331","1","5111","1","3939","3","2564","3","3191","5","8897"
"WPdNgvjqnEG","7AxRgzAM","2026-04-27 22:15:46","2026-04-27 22:19:35","229","数据集市","ABJV7z","数字游戏产品评价研究","112.12.152.35","120.1446090","27.8775420","浙江省","温州市","MOBILE","Android","Chrome","407px*904px","块 4","1","1000","5","4492","","","","","1","1000","7","23512","6","3294","7","5453","7","2244","5","1593","7","1871","6","28319","6","3996","5","2699","6","1949","7","1881","5","3260","5","1275","6","1947","80","14921","5","9724","7","4520","7","12088","6","2073","7","1616","5","1309","6","3528","6","6980","1","1821","1","33621","4","860","3","1635","4","27555"
"oBDxoj6mzo4","xLVYZrR7","2026-04-27 22:16:05","2026-04-27 22:19:34","209","数据集市","ABJV7z","数字游戏产品评价研究","106.61.155.43","100.1038340","23.8708010","云南省","临沧市","MOBILE","Android","Chrome","393px*821px","块 2","1","1000","4","8880","1","1000","","","","","1","34400","2","295","1","239","5","9906","6","311","6","734","5","34912","2","1369","3","408","2","9624","1","4920","2","458","1","2179","3","33462","30","21307","6","1993","7","300","6","1000","2","5966","3","2561","1","2194","6","2346","7","1892","1","776","1","4077","2","420","3","1087","4","14568"
"lxolENK8jZ5","7BGzQ23L","2026-04-27 22:12:01","2026-04-27 22:19:31","450","数据集市","ABJV7z","数字游戏产品评价研究","112.117.38.153","102.4562960","24.9186980","云南省","昆明市","MOBILE","Android","Chrome","360px*803px","块 3","1","1000","2","16606","","","1","1000","","","6","77420","6","17216","2","21202","4","11819","4","24285","4","10125","3","39544","5","2464","5","2598","6","3817","4","8576","3","16942","3","5255","4","17123","48","47109","5","4248","6","3689","5","3701","6","3034","5","12137","5","17110","4","16950","4","717","1","9997","2","8169","3","1719","2","5266","2","37095"
"oBDxojKxON0","WMRDAk1L","2026-04-27 22:14:08","2026-04-27 22:19:29","321","数据集市","ABJV7z","数字游戏产品评价研究","223.104.128.101","111.3030800","30.7705157","湖北省","武汉市","MOBILE","iOS","Apple WebKit","414px*736px","块 4","1","1000","4","5758","","","","","1","1000","6","10213","1","22525","6","4498","3","10585","2","2120","4","11402","1","1982","6","1287","2","6867","5","1200","7","1151","7","1217","6","3030","5","818","68","2964","7","2085","6","1349","5","786","6","1183","2","23450","7","981","5","1172","5","2781","1","549","1","10836","5","1233","3","1765","3","2569"
"NRwaYDdl3Dq","QL0Rq3yM","2026-04-27 22:13:51","2026-04-27 22:19:28","337","数据集市","ABJV7z","数字游戏产品评价研究","117.140.42.115","111.2444770","23.4098460","广西壮族自治区","梧州市","MOBILE","Android","Chrome","375px*828px","块 4","1","1000","3","6441","","","","","1","1000","6","53123","2","1037","6","1095","5","1054","5","1599","5","10135","5","1135","6","984","6","1063","5","1237","5","13184","5","387","5","333","5","340","68","2224","6","996","6","17157","6","1236","5","1126","5","1371","5","945","4","1512","4","3026","1","6103","1","8539","3","2050","3","1223","3","3645"
"mnZ5GKBJ494","5LwP13ze","2026-04-27 22:15:35","2026-04-27 22:19:20","225","数据集市","ABJV7z","数字游戏产品评价研究","49.85.197.14","120.4625340","31.1654040","江苏省","苏州市","MOBILE","Android","Chrome","360px*796px","块 4","1","1000","4","1442","","","","","1","1000","6","17979","5","770","6","4861","3","1856","2","720","3","1141","2","927","5","2677","6","1125","5","880","6","1141","7","916","5","724","6","837","99","2744","5","1208","7","952","6","472","5","1060","6","932","7","744","5","788","6","1032","1","739","1","2739","4","851","2","1387","4","3825"
"vNrB6APjA1b","epDA09xe","2026-04-27 22:12:23","2026-04-27 22:19:19","416","数据集市","ABJV7z","数字游戏产品评价研究","58.208.231.122","120.6063760","31.2632640","江苏省","苏州市","MOBILE","Android","Chrome","375px*814px","块 4","1","1000","4","7818","","","","","1","1000","6","89779","7","749","7","1066","5","1013","6","1004","6","1442","5","1364","5","1215","7","1356","6","9638","6","359","7","638","7","819","5","1886","88","15933","7","7628","6","13184","6","10738","5","6136","5","1043","7","886","6","15181","7","1456","1","1934","1","1723","4","65391","3","2140","4","150124"
"oBDxoVgN1mn","e5yr348e","2026-04-27 22:14:00","2026-04-27 22:19:16","316","数据集市","ABJV7z","数字游戏产品评价研究","202.108.29.94","116.3529780","39.9160590","北京市","市辖区","MOBILE","Android","Chrome","360px*803px","块 2","1","1000","4","90433","1","1000","","","","","2","2783","2","248","1","252","7","937","6","229","7","833","7","237","5","669","6","226","5","238","5","724","5","256","6","697","6","215","90","2028","7","917","5","262","6","709","5","521","6","305","6","746","7","238","7","751","1","370","1","2323","3","350","4","834","4","1695"
